"Posting_Date","Application_Deadline","Position","Job_Category","Institution","Department","Salary_Min","Salary_Max","Salary_Type","Schedule","Position_Type","Who_May_Apply","Requirements","URI","Location","Country","Longitude","Latitude"
"2017-03-08T00:00:00Z","2017-04-03T00:00:00Z","ACCOUNTANT NF4","Accounting Budget And Finance","U.S. Marine Corps","Department of the Navy","50000","65000","Per Year","Full Time","Permanent","Open to All Sources","Bachelors degree in accounting or a related field appropriate to the work of position OR an appropriate combination of education and experience (four years experience and 24 semester hours in accounting) that demonstrates possession of knowledge and skill equivalent to that gained in the above. Knowledge of accounting and reconciliation of subsidiary ledgers. Skill to apply principles and practices of budget formulation. Knowledge of the relationship between accounting and budgeting systems. Skill to operate a personal computer. Skill to: complete electronic communications, conduct spreadsheet analysis, analyze accounting systems, modify and adapt conventional accounting and analytical techniques and procedures to solve a variety of accounting problems. Skill to gather, assemble consolidate and analyze financial data and draw conclusions and recommend work process improvements. Skill to prepare reports and guidance, and provide briefings on controversial and complex topics, collaborate with various levels of management, resolve issues and problems and provide advice and assistance.","https://www.usajobs.gov:443/GetJob/ViewDetails/465461800","Quantico, Virginia","United States",-77.2909,38.5221
"2017-03-09T00:00:00Z","2017-03-15T00:00:00Z","Nursing Assistant","Medical, Dental, And Public Health","Veterans Affairs, Veterans Health Administration","Department Of Veterans Affairs","2150","42702","Per Year","Full Time","Excepted Service Permanent","United States Citizens","BASIC REQUIREMENTS: U.S. citizenship. Non-citizens may be appointed when it is not possible to recruit qualified citizens in accordance with VA Policy. Education or Training. One year above high school with courses related to the NA occupation. Completion of an intensive, specialized, occupation-related course of study of less than one year as a nursing assistant may also meet in full the experience requirements for GS-3. Meet the Physical Requirements (See Physical Requirements below). English Language Proficiency. NAs must be proficient in spoken and written English in accordance with VA Handbook 5005, part II, chapter 3, section A, paragraph 3j. GRADE REQUIREMENTS: In addition to the Basic Requirements, the following qualification criteria must be met for each grade. The candidate's qualifications must clearly demonstrate the level of competence required for the grade. Creditable Experience. Knowledge of Current Practice. To be creditable, the experience must have required the use of knowledge, skills, and abilities associated with the current practice. Quality of Experience. To be creditable, NA experience must be documented on the application or resume and verified in an employment reference, or through other independent means. Part-Time Experience. Part-time experience as a NA is creditable according to its relationship to the full-time workweek. For example, a NA employed 20 hours a week, or on a 1/2-time basis, would receive 1 full-time workweek of credit for each 2 weeks of service. Grade Determinations. In addition to the basic requirements for employment, the following criteria must be met when determining the grade of candidates. GS-3 NA (Entry Level) Experience and Education . None beyond the basic requirements. Assignment . Individuals assigned as GS-3 NAs are considered to be at the entry level and are closely supervised. GS-4 NA Experience . One year of specialized experience as a NA or experience in another medical field (licensed practical nurse, health technician, hospital corpsman, etc.), performing technical and nursing skills requiring knowledge of the human physical and emotional states, therapeutic communication, and technical skills required for basic and intermediate treatments; OR, Education . Successful completion of 2 years above high school in an accredited institution with courses related to nursing care, health care or in a field of study appropriate to the specialization of the position, such as education in a program for psychology, psychiatric, or operating room technicians; AND Demonstrated Knowledge, Skills, and Abilities (KSAs) . In addition, the candidate must demonstrate the following KSAs: Ability to provide a range of patient/resident care and contribute to the completion of the nurse care plan and recovery of patients/residents. Ability to observe patients/residents' or resident's physical or emotional status and refer deviations and/or problems to supervisor in a timely manner. Ability to properly use equipment, materials and supplies in simple diagnostic and treatment procedures such as bladder scan, continuous passive motion device, blood glucose monitoring machine, specimen collection, etc. Ability to communicate effectively with patients/residents, their families and other health professionals. Assignment . Individuals assigned as GS-4 NAs are considered to be at the intermediate or developmental level and are closely supervised. NAs at this grade level function as a member of the nursing care team and assist higher graded NAs, licensed nursing staff, and other members of the care team in the care of patients/residents receiving outpatient care, home or community living care or other patients/residents who are in acute, sub-acute, or chronic states of illness. The significant factor is that they provide care under close supervision and refer issues/questions to supervisors, higher graded NAs or other healthcare professionals. In this role, the Nursing Assistant functions as a member of the nursing care team and assists higher graded NAs, licensed nursing staff, and other members of the care team in the care of patients/residents receiving outpatient care, home or community living care, or other patients who are in acute, sub-acute, or chronic states of illness. The Nursing Assistant in this role provides care under close supervision and refers issues/questions to supervisors, higher graded NAs, or other healthcare professionals. GS-5 NA (Full Performance Level) Experience . One year of progressively responsible assignments and experience equivalent to the GS-4 level which demonstrates knowledge, skills, and abilities that are directly related to the specific assignment. In addition, the candidate must demonstrate the professional KSAs in subparagraph (c) below; OR, Education . Successful completion of a 4-year course of study above high school leading to a bachelor's degree that included 24 semester hours of courses related to health care or possession of a bachelor's degree; AND Demonstrated Knowledge, Skills, and Abilities (KSAs) . In addition, the candidate must demonstrate the following KSAs: Ability to assist in the full range of nursing care to patients/residents with physical and/or behavioral problems in a hospital, long term care or outpatient setting under the direction of a Registered Nurse and/or Licensed Vocational Nurse/Licensed Practical Nurse. Ability to communicate orally with patients/residents, families, interdisciplinary team and other personnel. This includes serving as a preceptor to new NAs by assisting with the coordination of their orientation and overseeing/assessing their practical experience while in a clinical setting. Ability to recognize and react to emergent patient/resident care situations and intervene while waiting for assistance. For example, recognizing need for basic life support, controlling bleeding and assisting with behavior crisis, etc. Assignment . This is the full performance level for NAs. NAs at this grade level function as a member of the nursing care team and assist licensed nursing staff in the care of patients/residents receiving outpatient care, home or community living care or other patients/residents who are in acute, sub acute or chronic states of illness. The distinguishing factor is that patient/resident assignments typically involve more complex nursing needs which can vary within a range of predictable to unpredictable requirements. NAs at this level also assume more of a peer education/mentorship role. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religions; spiritual; community; student; social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience. References: VA Handbook 5005/81, Part II, Appendix G46, Nursing Assistant Qualification Standard, dated March 12, 2015. This can be found in the local Human Resources Office. Please Note: This position requires Basic Life Support (BLS) certification. If selected, Applicant will provide proof of current certification prior to employment. Only BLS certification which included Automated External Defibrillator (AED) obtained from either the American Heart Association (AHA) or the Military Training Network (MTN) will be accepted.","https://www.usajobs.gov:443/GetJob/ViewDetails/465424300","Marion, Illinois","United States",-88.9300461,37.73082
"2017-02-28T00:00:00Z","2017-04-27T00:00:00Z","Emergency Medicine Physician - Medical Officer of the Day","Medical, Dental, And Public Health","Veterans Affairs, Veterans Health Administration","Department Of Veterans Affairs","100967","348000","Per Year","Full Time","Excepted Service Permanent","United States Citizens","CITIZENSHIP: Citizen of the United States. EDUCATION: Degree of doctor of medicine or an equivalent degree resulting from a course of education in allopathic medicine or osteopathic medicine. The degree must have been obtained from an institution whose accreditation was in place for the year in which the course of study was completed. LICENSURE and REGISTRATION: Physicians must possess a current, full and unrestricted license to practice medicine or surgery in a State, Territory, or Commonwealth of the United States, or in the District of Columbia. The physician must maintain current registration in the State of licensure if this is a requirement for continuing active, current licensure. RESIDENCY TRAINING: Physicians must have completed residency training or its equivalent, approved by the Secretary of Veterans Affairs in an accredited core specialty training program leading to eligibility for board certification. (NOTE: VA Physicians involved in academic training programs may be required to be board certified for faculty status.) PHYSICAL REQUIREMENTS: Some lifting (35 lbs. and over); reaching above shoulder; use of fingers; both hands required; walking (up to 3 hours); standing (up to 3 hours); repeated bending (up to 1 hour); ability for rapid mental and muscular coordinator simultaneously; near vision correctable at 13"" to 16 ""; hearing (aid permitted). ENGLISH LANGUAGE PROFICIENCY: Physicians appointed to direct patient-care positions must be proficient in spoken and written English as required by 38 U.S.C. 7402(d) and 7407(d). Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religions; spiritual; community; student; social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience. Reference: VA Regulations, specifically VA Handbook 5005, Part II, Appendix G-2 Physician Qualification Standard. This can be found in the local Human Resources Office. Determining the length of Experience, or Education is dependent on the application materials that you provide. Failure to provide all the information to determine qualifications, and basic eligibility requirements may result in a finding of ineligible. It is your responsibility to submit your application materials, and appropriate documentation prior to the closing date Thursday, April 27, 2017. Your application materials must clearly reflect relevant work experience and education (if applicable), as it relates to this job opportunity announcement. If you are referred for consideration, you may be asked to submit additional job related information, which may include, but not limited to; responses to the knowledge, skills and abilities; completion of a work sample, and/or contact for an interview. Your cv / resume and/or supporting documentation will be verified. Please follow all instructions carefully. Errors or omissions may affect your rating or consideration for employment.","https://www.usajobs.gov:443/GetJob/ViewDetails/464632200","Grand Junction, Colorado","United States",-108.564453,39.06879
"2017-03-07T00:00:00Z","2017-03-21T00:00:00Z","Physician (Psychiatry)","Medical, Dental, And Public Health","U.S. Army Medical Command","Department of the Army","115000","250000","Per Year","Full Time","Permanent","United States Citizens","In order to qualify, you must meet the education and/or experience requirements described below. Your resume must clearly describe your relevant experience; if qualifying based on education, your transcripts will be required as part of your application. Additional information about transcripts is in this document. Degree: Doctor of Medicine or Doctor of Osteopathy from a school in the United States or Canada approved by a recognized accrediting body in the year of the applicants graduation. [A Doctor of Medicine or equivalent degree from a foreign medical school that provided education and medical knowledge substantially equivalent to accredited schools in the United States may be demonstrated by permanent certification by the Educational Commission for Foreign Medical Graduates (ECFMG) (or a fifth pathway certificate for Americans who completed premedical education in the United States and graduate education in a foreign country). Graduate Training: Subsequent to obtaining a Doctor of Medicine or Doctor of Osteopathy degree, a candidate must have had at least 1 year of supervised experience providing direct service in a clinical setting, i.e., a 1-year internship or the first year of a residency program in an institution accredited for such training. Licensure/Certification: Candidates must have a permanent, full, and unrestricted license to practice medicine in a State, District of Columbia, the Commonwealth of Puerto Rico, or a territory of the United States. Experience Required: Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; student; social). You will receive credit for all qualifying experience, including volunteer experience. To qualify based on your experience, your resume must describe at least 4 years of residency training in the specialty of Psychiatry. This required Psychiatry experience/training will include skills such as, but not limited to, providing psychiatric evaluations to patients referred to the Behavioral Health Care Dept, consulting or educating primary care physicians, staff psychologist, staff members, peers, and students on inpatient or outpatient problems, and providing treatment such as psychotherapy, group psychotherapy, pharmacotherapy, and somatic therapies for disorders described in the Diagnostic and Statistical Manual IVTR and DSM V to patients.","https://www.usajobs.gov:443/GetJob/ViewDetails/465289200","Fort Gordon, Georgia","United States",-82.12276,33.39893
"2017-03-09T00:00:00Z","2017-03-15T00:00:00Z","Transportation Specialist - Military Requirement","Transportation","Headquarters, Air Force Reserve Command","Department of the Air Force","58399","75923","Per Year","Full Time","Permanent","Applicant must be United States Citizens and be eligible and willing to join the USAF Reserve. For questions concerning military eligibility, please contact the Air Force Reserve Qualification Center at 1-800-257-1212.","You must have at least one year (52 weeks) of specialized experience equivalent to the GS-09 grade level or qualifying pay band under other pay systems in the Federal Service which has given you the particular knowledge, skills and abilities as shown below required to successfully perform the duties of this position. Experience which provides a thorough knowledge of aerial port operations and transportation management. (To be creditable, specialized experience must meet the above quality level requirements). Knowledge, Skills, and Abilities: (1) Knowledge of Aerial Port regulations, policies, instructions, procedures and operations. (2) Knowledge of war plans, mobilization, mobility policies and procedures. (3) Knowledge of training policies and procedures. (4) Knowledge of Combat Readiness reporting. (5) Knowledge of administrative practices, policies and procedures.","https://www.usajobs.gov:443/GetJob/ViewDetails/465462000","Fort Worth, Texas","United States",-97.32925,32.74863
"2016-12-08T00:00:00Z","2017-04-21T00:00:00Z","Division Director, Division of Information and Intelligent Systems, CISE","Physical Sciences","National Science Foundation","","160300","179800","Per Year","Full-time.","SES Career, SES Limited-Term Appt. (1-3 years) or Intergovernmental Personnel Act (IPA) assignment.","Applications accepted from US Citizens. Recent changes in Federal Appropriations Law require Non-Citizens to meet certain eligibility criteria to be considered. Therefore, Non-Citizens must certify eligibility by signing and attaching this Citizenship Affidavit to their application. Non-citizens who do not provide the affidavit at the time of application will be considered for IPA only.","Executive/Managerial Essential 1. Leading Change. Demonstrated ability to bring about strategic change, both within and outside the organization, to meet organizational goals. Includes the ability to establish an organizational vision and to implement it in a continuously changing environment. 2. Leading People. Demonstrated ability to lead people toward meeting the organizations vision, mission, and goals. Includes the ability to provide an inclusive workplace that fosters the development of others, facilitates cooperation and teamwork, and supports constructive resolution of conflicts. 3. Results-Driven Leadership. Demonstrated ability to meet organizational goals and customer expectations. Includes the ability to make decisions that produce high-quality results by applying technical knowledge, analyzing problems, and calculating risks. 4. Business Acumen. Demonstrated ability to manage human, financial, and information resources strategically. 5. Building Coalitions. Demonstrated ability to build coalitions internally and with other Federal agencies, State and local governments, nonprofit and private sector organizations, foreign governments, or international organizations to achieve common goals. Applicants currently serving under a career Senior Executive Service (SES) appointment, eligible for reinstatement into SES, or have successfully completed a SES Candidate Development Program (CDP) approved by OPM are not required to address the Executive/Managerial Qualifications (ECQs/EMs); but a narrative statement for each of the Professional/Technical Qualifications (PTQs) is recommended. For detailed guidance on ECQs, applicants are strongly encouraged to review the Office of Personnel Management's Guide to Senior Executive Service Qualifications .","https://www.usajobs.gov:443/GetJob/ViewDetails/458938500","Arlington, Virginia","United States",-77.0862961,38.89051
"2017-03-08T00:00:00Z","2017-03-22T00:00:00Z","HUMAN RESOURCES ASSISTANT","Human Resources","Army National Guard Units (Title 32)","Department of the Army","40033","52043","Per Year","Full Time","Indefinite","This position is open to current military members of the Wisconsin Air and Army National Guard.","GENERAL EXPERIENCE: Administrative or clerical experience, education, or training which demonstrates the candidate's ability to perform the duties of the position. Experience using computer and automation systems. SPECIALIZED EXPERIENCE: To qualify at the GS-07 level (PD#D1047000), applicants m ust have at least 12 months experience in the interpretation and application of regulations, procedures or laws. Experience that provided a working knowledge of administrative functions. Experience performing personnel transactions. Experience working independently and setting priorities with very little supervisory control. NOTE: Your resume and/or supporting documentation will be verified to ensure that you meet the minimum qualifications required as described in the duties listed above. You will also be evaluated to the extent you possess the knowledge, skills, abilities, and other characteristics associated with the position. Therefore, please ensure your application package addresses the assessment questionnaire. In describing your experience, you should be clear and specific. We will NOT make assumptions regarding your experience. If your resume does not support the specialized experience requirements you've answered in the questionnaire answers, you will be rated ineligible for this position. MILITARY REQUIREMENTS: Military skill set is determined by AFSC/MOS requirements. Upon selection, individuals must be assigned to a compatible military AFSC/MOS in accordance with statutes and National Guard Bureau regulations, guides and must obtain/maintain all requirements of the AFSC/MOS. Compatible AFSC's/MOS's for this position are : AFSC : 3S0X1, 3S2X1 MOS: 36B, 42A Military Grades: You must currently hold a pay grade of E-1 through E-9 to be eligible for this position.","https://www.usajobs.gov:443/GetJob/ViewDetails/465462200","Madison, Wisconsin","United States",-89.38666,43.0729256
"2017-03-08T00:00:00Z","2017-03-20T00:00:00Z","Pharmacy Supervisor (Outpatient)","Medical, Dental, And Public Health","Veterans Affairs, Veterans Health Administration","Department Of Veterans Affairs","126790","149164","Per Year","Full Time","Permanent","United States Citizens","BASIC REQUIREMENTS: U.S. Citizenship Graduate of Accreditation for Pharmacy Education (ACPE) accredited College or School of Pharmacy with a baccalaureate degree in pharmacy (BS Pharmacy) and/or Doctor of Pharmacy (Pharm.D.) degree. Full, current and unrestricted license to practice pharmacy in a State, Territory, Commonwealth of the United States (i.e., Puerto Rico), or the District of Columbia. Proficient in spoken and written the English language. GRADE DETERMINATIONS: In addition to the basic requirements, one year of creditable experience equivalent to the next lower grade level (GS-12) in the federal government is required. PREFERRED EXPERIENCE: Preferred experience includes responsibilities for the professional and administrative management of an assigned area including budgetary execution with duties such as managing people, maintaining facility mission and goals, developing performance standards, assuring program area is compliant will all regulatory and accrediting body requirements and developing training programs for staff. Must demonstrate the following knowledge, skills, and abilities: Pharmacists assigned to this position must demonstrate the following KSAs: 1. Ability to effectively supervise subordinate staff. 2. Ability to communicate orally and in writing to persuade and influence clinical and management decisions. 3. Expert understanding of regulatory and quality standards pertaining to pharmacy. 4. Skill in managing people or programs. Physical Requirements : Moderate lifting (15-44 pounds); moderate carrying (15-44 pounds); walking; standing; ability for rapid mental and muscular coordination simultaneously; near vision correctable. Subject to solvents, grease, oils, electrical energy and working closely with others. RATING/RANKING PROCEDURES: Applicants who meet the qualification AND basic requirement will be further evaluated by determining the extent to which their work or related experience, education, training, etc., indicate they possess the Knowledge, Skills, Abilities and Other characteristics (KSAOs) as part of the assessment questionnaire for this position: Reference : VA Handbook 5005, Appendix G15, Licensed Pharmacist Qualification Standard. IN DESCRIBING YOUR EXPERIENCE, PLEASE BE CLEAR AND SPECIFIC. WE WILL NOT MAKE ASSUMPTIONS REGARDING YOUR EXPERIENCE. If your resume does not support your questionnaire answers, we will not allow credit for your response(s). Please include month/year and number of hours worked per week for all job experience to allow us to identify 1 year of creditable specialized experience.","https://www.usajobs.gov:443/GetJob/ViewDetails/465338000","Loma Linda, California","United States",-117.2458,34.0483
"2017-03-08T00:00:00Z","2017-03-22T00:00:00Z","Golf Course Manager","Business, Industry, and Programs","Commander, Navy Installations","Department of the Navy","65000","72000","Per Year","Full Time","Permanent - BENEFIT ELIGIBLE","US Citizens and Non-Citizens","In order to qualify for this position, your resume must provide sufficient experience and/or education, knowledge, skills, and abilities, to perform the duties of the specific position for which you are being considered. Your resume is the key means we have for evaluating your skills, knowledge, and abilities, as they relate to this position. Therefore, we encourage you to be clear and specific when describing your experience. All non-government positions identified on your resume must include complete address and to and from dates. Government positions must include pay plan, series, grade, to and from dates and address of the agency/organization. Specialized experience must demonstrate the following: Minimum three years of specialized experience in the overall management of a golf course to include golf shop, grounds maintenance and food & beverage operation. Must possess or be actively pursuing a PGA Class A status. The incumbent must possess an extensive and detailed knowledge of golf pro shop principles and practices, to include inventory procedures and controls. Must possess a working knowledge in the principles of accounting, budget preparation, financial management and the ability to plan assignments and supervise subordinate staff. Needs to effectively communicate with others. Must be able to work independently and make sound decisions and judgments based upon facts. Must have extensive experience in a supervisory capacity and have leadership ability to be able to influence the actions of others in obtaining cooperation and assistance to meet the mission of the Golf Operation. You will receive credit for all qualifying experience, including volunteer and part time experience. You must clearly identify the duties and responsibilities in each position held and the total number of hours per week. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., professional, philanthropic, religious, spiritual, community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. As part of the application process, you must complete and submit an occupational questionnaire. Please follow all instructions carefully. Errors or omissions may affect your rating and/or appointment eligibility. SPECIAL REQUIREMENTS: Relocation Expenses will NOT be paid","https://www.usajobs.gov:443/GetJob/ViewDetails/465462300","Great Lakes, Illinois","United States",-87.8603,42.3084
"2017-03-09T00:00:00Z","2017-03-21T00:00:00Z","Physician (Internal Medicine)","Medical, Dental, And Public Health","U.S. Army Medical Command","Department of the Army","100957","215000","Per Year","Full Time","Permanent","United States Citizens","Basic Requirement for Physician (Internal Medicine): Degree: Doctor of Medicine or Doctor of Osteopathy from a school in the United States or Canada approved by a recognized accrediting body in the year of the applicants graduation. [A Doctor of Medicine or equivalent degree from a foreign medical school that provided education and medical knowledge substantially equivalent to accredited schools in the United States may be demonstrated by permanent certification by the Educational Commission for Foreign Medical Graduates (ECFMG) (or a fifth pathway certificate for Americans who completed premedical education in the United States and graduate education in a foreign country). Graduate Training: Subsequent to obtaining a Doctor of Medicine or Doctor of Osteopathy degree, a candidate must have had at least 1 year of supervised experience providing direct service in a clinical setting, i.e., a 1-year internship or the first year of a residency program in an institution accredited for such training. Licensure/Certification: Candidates must have a permanent, full, and unrestricted license to practice medicine in a State, District of Columbia, the Commonwealth of Puerto Rico, or a territory of the United States. Experience Required: Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; student; social). You will receive credit for all qualifying experience, including volunteer experience. To qualify based on your work experience, your resume must describe at least 4 years of residency training in the specialty of the position to be filled or equivalent experience and training in the specialty of Internal Medicine . This required Internal Medicine experience/training includes skills such as, but not limited to, a wide range of very difficult and responsible dealings with medical duties specializing in all aspects of inpatient or outpatient care, such as advanced examination, diagnosis and treatment to ensure effectiveness of treatment.","https://www.usajobs.gov:443/GetJob/ViewDetails/465462600","Fort Hood, Texas","United States",-97.7092,31.2014
"2017-03-10T00:00:00Z","2017-03-31T00:00:00Z","PROGRAM ANALYST","Management, Administrative And Clerical Services","Army National Guard Units (Title 32)","Department of the Army","50278","65357","Per Year","Full Time","Indefinite NTE 4 Years","Open to Military Members of the Ohio Army National Guard","This is a Permanent Excepted Service position Military Membership in the Ohio National Guard is required Minimum Military Grade: E-6/SSG Maximum Military Grade: O-3/CPT Secret Security Clearance Compatible Military Assignment: ECMF: 00F-MOS Immaterial If you are willing to take a demotion to be considered for this position you must clearly indicate your intentions in your resume. It is not necessary for applicants to possess the MOS listed as compatible to the position in order to apply. It is, however, the applicant's responsibility to acquire a compatible MOS within 1 year of appointment. Coordinate with your unit's training representative to determine whether or not you can qualify for a specific MOS and/or receive training. General Experience : Experience, education, or training in administrative, professional, investigative, technical or other responsible work which demonstrates analytical ability and practical and theoretical knowledge of the functions, processes and principles of management. Experience using computer and automation systems. APPLICANTS MUST SUBMIT A RESUME THAT ADDRESSES THE SPECIALIZED EXPERIENCES AND KNOWLEDGE, SKILLS, AND ABILITIES LISTED BELOW. THE RESUME MUST INCLUDE DATES INDICATING WHEN THE WORK WAS PERFORMED. Specialized Experience : (GS- 09) - 24 months experience in which the applicant demonstrates: 1. A working knowledge of National Guard organization structures,functions, procedures, and techniques . 2. Experience analyzing, interpreting and developing policies and procedures of local management. 3. Experience presenting and discussing complex matters in a clear and convincing manner. 4. Minimum of 12 months experience developing and analyzing budgets or equivalent work experience/education.","https://www.usajobs.gov:443/GetJob/ViewDetails/465296100","Columbus, Ohio","United States",-83.00301,39.962
"2017-03-08T00:00:00Z","2017-03-21T00:00:00Z","RN - Same Day Surgery","Medical, Dental, And Public Health","Veterans Affairs, Veterans Health Administration","Department Of Veterans Affairs","54423","118991","Per Year","Full Time","Excepted Service Permanent","United States Citizens","Minimum Qualifications: 1. Citizen of the United States. 2. Graduate of a school of professional nursing approved by the appropriate State-accrediting agency and accredited by one of the following accrediting bodies at the time the program was completed by the applicant: The Accreditation Commission for Education (ACEN) or The Commission on Collegiate Nursing Education (CCNE). In cases of graduates of foreign schools of professional nursing, possession of current, full, active and unrestricted registration will meet the requirement of graduation from an approved school of professional nursing. 3. Current, full, active, and unrestricted license as a nurse in a State, Territory or Commonwealth (i.e., Puerto Rico) of the United States, or the District of Columbia. 4. Must be proficient in spoken and written English. Applicant's education and experience will be reviewed by a Professional Standards Board in determing the grade and salary of the applicant selected. The recommended salary may be at any point in the range listed for this vacancy. Experience as a RN will be evaluated to determine if the experience is of an acceptable level of quality with regard to the following four dimensions of nursing: Practice, Professional Development, Collaboration and Scientific Inquiry. Each dimension of practice has criteria that demonstrates essential core competencies for VHA Nursing Personnel. The criteria are as follows: Practice: practice, ethics and resource utilization, Professional Development: performance, education/career development, Collaboration; collaboration, collegiality, Scientific Inquiry: quality of care, research. Education/Experience Requirements: Nurse I Level I - An Associate Degree (ADN) or Diploma in Nursing, no experience. Nurse I Level II - An ADN or Diploma in Nursing and approximately 1 year of experience, or an ADN or Diploma in Nursing and a bachelor's degree in a related field and no experience; or a Bachelors of Science in Nursing (BSN) and no experience. Nurse I Level III - An ADN or Diploma in Nursing and approximately 2-3 years of experience, or an ADN or Diploma in Nursing and a bachelors degree in a related field and approximately 1-2 years of experience; or a BSN with approximately 1-2 years of experience, or a Master's degree in nursing (MSN) or related field with a BSN and no experience. Nurse II- A BSN with approximately 2-3 years of experience, or ADN or Diploma in Nursing and a bachelors degree in a related field and approximately 2-3 years experience or a Master's degree in nursing or related field with a BSN and approximately 1-2 years experience, or a Doctoral degree in nursing or meets basic requirements for appointment and has doctoral degree in a related field with no experience. Nurse III- Master's degree in nursing or related field with BSN and approximately 2-3 years experience or Doctoral degree in nursing or related field and approximately 2-3 years experience. Preferred Experience: B accalaureate degree in nursing and a minimum of three years professional (RN) nursing experience. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; student; social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer e xperience. IN DESCRIBING YOUR EXPERIENCE, PLEASE BE CLEAR AND SPECIFIC. WE WILL NOT MAKE ASSUMPTIONS REGARDING YOUR EXPERIENCE. Reference: VA Handbook 5005/27, Part II, Appendix G-6 NURSE QUALIFICATION STANDARD","https://www.usajobs.gov:443/GetJob/ViewDetails/465461900","Dallas, Texas","United States",-96.7954,32.7781563
"2017-03-08T00:00:00Z","2017-03-15T00:00:00Z","Supervisory Telecommunication Specialist","Management, Administrative And Clerical Services","Naval Medical Command","Department of the Navy","72168","93821","Per Year","Full Time","Permanent","United States Citizens","In order to qualify for this position, your resume must provide sufficient experience and/or education, knowledge, skills, and abilities, to perform the duties of the specific position for which you are being considered. Your resume is the key means we have for evaluating your skills, knowledge, and abilities, as they relate to this position. Therefore, we encourage you to be clear and specific when describing your experience. SPECIALIZED EXPERIENCE: In order to qualify for this position, your resume must demonstrate at least one year of specialized experience at or equivalent to the GS-11 grade level or pay band in the Federal service or equivalent experience in the private or public sector. Specialized experience is defined as experience that is typically in or related to the work of the position to be filled and has equipped you with the particular knowledge, skills, and abilities, to perform successfully the duties of the position such as: Planning work, setting priorities and preparing schedules for completion of telecommunication work. Analyzing and resolving difficult and complex telecommunications problems relating to the procurement and installation of local and long distance commercial services i.e. voice/data circuits, telecommunication networking and voice messaging systems, secure terminal equipment and various other telecommunication services Overseeing the management, planning, and programming for installation, modification, rehabilitation, expansion, replacement and/or removal of telecommunication services, equipment, facilities, networks, and systems. Conducting assessments and function testing of network hardware/software of interconnections between networks to maintain security. Serving as Contracting Officer Representative at the installation level ensuring contract work quality. Additional qualification information can be found from the following Office of Personnel Management web site: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/0300/telecommunications-series-0391/ You will receive credit for all qualifying experience, including volunteer and part time experience. You must clearly identify the duties and responsibilities in each position held and the total number of hours per week. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., professional, philanthropic, religious, spiritual, community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. As part of the application process, you must complete and submit an occupational questionnaire. To preview this questionnaire and determine if your experience matches the required skills for this position, click the following link: View Assessment Questions Please follow all instructions carefully. Errors or omissions may affect your rating and/or appointment eligibility.","https://www.usajobs.gov:443/GetJob/ViewDetails/465462800","Naval Medical Center, Portsmouth, Virginia","United States",-76.30728,36.8441353
